Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     19.7643	     19.7643	      6.8000	5.18.2018	11.48.45 AM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.718299	  0.015722	 31.444059	  0.013315	  0.541301	  7.207409	 63.821211	 14.414819	  5.196211	2445.230965			
   												
Vmeas       	Imeas       											
  0.733750	 -0.003030											
  0.719600	 -0.000002											
  0.705450	  0.002518											
  0.691350	  0.004598											
  0.677200	  0.006310											
  0.663100	  0.007686											
  0.648950	  0.008807											
  0.634800	  0.009727											
  0.620700	  0.010506											
  0.606550	  0.011177											
  0.592400	  0.011746											
  0.578300	  0.012247											
  0.564150	  0.012695											
  0.550050	  0.013094											
  0.535900	  0.013446											
  0.521750	  0.013764											
  0.507650	  0.014030											
  0.493500	  0.014260											
  0.479350	  0.014462											
  0.465250	  0.014652											
  0.451100	  0.014798											
  0.437000	  0.014920											
  0.422850	  0.015021											
  0.408700	  0.015120											
  0.394600	  0.015201											
  0.380450	  0.015263											
  0.366300	  0.015314											
  0.352200	  0.015366											
  0.338050	  0.015403											
  0.323950	  0.015444											
  0.309800	  0.015467											
  0.295650	  0.015503											
  0.281550	  0.015540											
  0.267400	  0.015545											
  0.253300	  0.015557											
  0.239150	  0.015569											
  0.225000	  0.015596											
  0.210900	  0.015619											
  0.196750	  0.015635											
  0.182600	  0.015638											
  0.168500	  0.015651											
  0.154350	  0.015647											
  0.140250	  0.015665											
  0.126100	  0.015681											
  0.111950	  0.015690											
  0.097850	  0.015695											
  0.083700	  0.015696											
  0.069550	  0.015698											
  0.055450	  0.015704											
  0.041300	  0.015720											
  0.027200	  0.015716											
  0.013050	  0.015722											
 -0.001100	  0.015721											
 -0.015200	  0.015718											
 -0.029350	  0.015736											
 -0.043500	  0.015744											
 -0.057600	  0.015738											
 -0.071750	  0.015751											
 -0.085850	  0.015751											
 -0.100000	  0.015747											
