Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     19.7643	     19.7643	      6.8000	5.18.2018	11.49.12 AM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.714910	  0.015605	 31.209382	  0.013011	  0.531768	  6.918924	 62.019994	 13.837848	  5.091689	1894.455325			
   												
Vmeas       	Imeas       											
  0.730400	 -0.003107											
  0.716350	 -0.000002											
  0.702250	  0.002539											
  0.688200	  0.004570											
  0.674100	  0.006191											
  0.660050	  0.007476											
  0.645950	  0.008515											
  0.631900	  0.009372											
  0.617800	  0.010088											
  0.603750	  0.010728											
  0.589650	  0.011269											
  0.575600	  0.011755											
  0.561500	  0.012204											
  0.547450	  0.012605											
  0.533350	  0.012978											
  0.519300	  0.013307											
  0.505200	  0.013601											
  0.491150	  0.013861											
  0.477050	  0.014096											
  0.463000	  0.014313											
  0.448900	  0.014485											
  0.434850	  0.014633											
  0.420750	  0.014761											
  0.406700	  0.014873											
  0.392600	  0.014969											
  0.378550	  0.015058											
  0.364450	  0.015130											
  0.350400	  0.015183											
  0.336300	  0.015223											
  0.322250	  0.015270											
  0.308150	  0.015307											
  0.294100	  0.015344											
  0.280000	  0.015357											
  0.265950	  0.015395											
  0.251850	  0.015421											
  0.237800	  0.015440											
  0.223700	  0.015460											
  0.209650	  0.015476											
  0.195550	  0.015475											
  0.181500	  0.015493											
  0.167400	  0.015514											
  0.153350	  0.015519											
  0.139250	  0.015523											
  0.125200	  0.015538											
  0.111100	  0.015549											
  0.097050	  0.015565											
  0.082950	  0.015571											
  0.068900	  0.015584											
  0.054800	  0.015610											
  0.040750	  0.015611											
  0.026650	  0.015605											
  0.012600	  0.015613											
 -0.001500	  0.015622											
 -0.015550	  0.015624											
 -0.029650	  0.015629											
 -0.043700	  0.015622											
 -0.057800	  0.015622											
 -0.071850	  0.015625											
 -0.085950	  0.015619											
 -0.100000	  0.015632											
