Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     19.7643	     19.7643	      6.8010	5.18.2018	11.48.09 AM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.717194	  0.015624	 31.247654	  0.013138	  0.545291	  7.164051	 63.934379	 14.328103	  5.376082	1684.302207			
   												
Vmeas       	Imeas       											
  0.732000	 -0.003145											
  0.717900	  0.000001											
  0.703800	  0.002617											
  0.689700	  0.004729											
  0.675600	  0.006433											
  0.661500	  0.007799											
  0.647400	  0.008912											
  0.633300	  0.009829											
  0.619200	  0.010588											
  0.605100	  0.011228											
  0.590950	  0.011778											
  0.576850	  0.012258											
  0.562750	  0.012688											
  0.548650	  0.013060											
  0.534550	  0.013389											
  0.520450	  0.013672											
  0.506350	  0.013924											
  0.492250	  0.014137											
  0.478150	  0.014337											
  0.464050	  0.014512											
  0.449950	  0.014644											
  0.435850	  0.014767											
  0.421750	  0.014878											
  0.407650	  0.014971											
  0.393550	  0.015057											
  0.379450	  0.015107											
  0.365350	  0.015152											
  0.351250	  0.015202											
  0.337150	  0.015247											
  0.323050	  0.015302											
  0.308950	  0.015330											
  0.294850	  0.015350											
  0.280750	  0.015364											
  0.266650	  0.015389											
  0.252550	  0.015420											
  0.238450	  0.015455											
  0.224350	  0.015457											
  0.210250	  0.015463											
  0.196150	  0.015478											
  0.182050	  0.015503											
  0.167950	  0.015514											
  0.153850	  0.015545											
  0.139750	  0.015567											
  0.125600	  0.015572											
  0.111500	  0.015569											
  0.097400	  0.015582											
  0.083300	  0.015585											
  0.069200	  0.015597											
  0.055100	  0.015598											
  0.041000	  0.015596											
  0.026900	  0.015598											
  0.012800	  0.015607											
 -0.001300	  0.015645											
 -0.015400	  0.015653											
 -0.029500	  0.015655											
 -0.043600	  0.015646											
 -0.057700	  0.015643											
 -0.071800	  0.015649											
 -0.085900	  0.015662											
 -0.100000	  0.015669											
