Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     19.7643	     19.7643	      6.8490	5.18.2018	11.46.18 AM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.715434	  0.015393	 30.785846	  0.013015	  0.547227	  7.122071	 64.671905	 14.244142	  5.199508	1796.887448			
   												
Vmeas       	Imeas       											
  0.730300	 -0.003298											
  0.716250	 -0.000011											
  0.702150	  0.002692											
  0.688100	  0.004846											
  0.674000	  0.006564											
  0.659950	  0.007929											
  0.645850	  0.009026											
  0.631800	  0.009918											
  0.617700	  0.010640											
  0.603650	  0.011264											
  0.589550	  0.011802											
  0.575500	  0.012259											
  0.561450	  0.012655											
  0.547350	  0.013013											
  0.533300	  0.013323											
  0.519200	  0.013608											
  0.505150	  0.013837											
  0.491050	  0.014048											
  0.477000	  0.014230											
  0.462900	  0.014381											
  0.448850	  0.014516											
  0.434750	  0.014621											
  0.420700	  0.014735											
  0.406600	  0.014809											
  0.392550	  0.014876											
  0.378500	  0.014938											
  0.364400	  0.014993											
  0.350350	  0.015037											
  0.336250	  0.015075											
  0.322200	  0.015105											
  0.308100	  0.015132											
  0.294050	  0.015163											
  0.279950	  0.015197											
  0.265900	  0.015202											
  0.251800	  0.015216											
  0.237750	  0.015228											
  0.223700	  0.015244											
  0.209600	  0.015266											
  0.195550	  0.015281											
  0.181450	  0.015290											
  0.167400	  0.015293											
  0.153300	  0.015293											
  0.139250	  0.015306											
  0.125150	  0.015322											
  0.111100	  0.015343											
  0.097000	  0.015350											
  0.082950	  0.015361											
  0.068850	  0.015354											
  0.054800	  0.015360											
  0.040750	  0.015390											
  0.026650	  0.015396											
  0.012600	  0.015395											
 -0.001500	  0.015403											
 -0.015550	  0.015404											
 -0.029650	  0.015409											
 -0.043700	  0.015411											
 -0.057800	  0.015416											
 -0.071850	  0.015421											
 -0.085950	  0.015429											
 -0.100000	  0.015443											
