Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.8490	2.7.2018	8.32.16 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.716070	  0.015088	 30.176631	  0.013456	  0.585301	  7.875738	 72.894545	 15.751475	  4.489609	3224.634563			
   												
Vmeas       	Imeas       											
  0.730550	 -0.003630											
  0.716450	  0.000055											
  0.702400	  0.003182											
  0.688300	  0.005760											
  0.674200	  0.007838											
  0.660150	  0.009469											
  0.646050	  0.010766											
  0.632000	  0.011721											
  0.617900	  0.012434											
  0.603850	  0.012973											
  0.589750	  0.013368											
  0.575700	  0.013674											
  0.561600	  0.013905											
  0.547550	  0.014080											
  0.533450	  0.014225											
  0.519400	  0.014350											
  0.505300	  0.014476											
  0.491200	  0.014548											
  0.477150	  0.014631											
  0.463050	  0.014664											
  0.449000	  0.014714											
  0.434900	  0.014746											
  0.420850	  0.014780											
  0.406750	  0.014802											
  0.392700	  0.014833											
  0.378600	  0.014875											
  0.364550	  0.014876											
  0.350450	  0.014891											
  0.336400	  0.014902											
  0.322300	  0.014920											
  0.308250	  0.014941											
  0.294150	  0.014953											
  0.280050	  0.014954											
  0.266000	  0.014954											
  0.251900	  0.014966											
  0.237850	  0.014990											
  0.223750	  0.015004											
  0.209700	  0.015007											
  0.195600	  0.015010											
  0.181550	  0.015029											
  0.167450	  0.015043											
  0.153400	  0.015043											
  0.139300	  0.015054											
  0.125250	  0.015062											
  0.111150	  0.015055											
  0.097100	  0.015074											
  0.083000	  0.015064											
  0.068900	  0.015071											
  0.054850	  0.015070											
  0.040750	  0.015073											
  0.026700	  0.015080											
  0.012600	  0.015090											
 -0.001450	  0.015085											
 -0.015550	  0.015091											
 -0.029600	  0.015106											
 -0.043700	  0.015103											
 -0.057750	  0.015102											
 -0.071850	  0.015111											
 -0.085900	  0.015109											
 -0.100000	  0.015109											
