Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.8000	2.7.2018	7.59.06 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.692445	  0.016074	 32.148477	  0.014198	  0.531586	  7.547535	 67.809346	 15.095071	  5.572810	3323.021589			
   												
Vmeas       	Imeas       											
  0.706800	 -0.002609											
  0.693150	  0.000004											
  0.679450	  0.002369											
  0.665800	  0.004441											
  0.652100	  0.006265											
  0.638450	  0.007839											
  0.624750	  0.009214											
  0.611100	  0.010380											
  0.597400	  0.011370											
  0.583750	  0.012186											
  0.570050	  0.012860											
  0.556400	  0.013415											
  0.542700	  0.013885											
  0.529050	  0.014269											
  0.515350	  0.014583											
  0.501700	  0.014837											
  0.488000	  0.015057											
  0.474350	  0.015240											
  0.460650	  0.015377											
  0.447000	  0.015486											
  0.433300	  0.015588											
  0.419650	  0.015647											
  0.405950	  0.015715											
  0.392300	  0.015770											
  0.378600	  0.015812											
  0.364950	  0.015839											
  0.351250	  0.015864											
  0.337600	  0.015887											
  0.323900	  0.015903											
  0.310250	  0.015935											
  0.296550	  0.015946											
  0.282900	  0.015956											
  0.269200	  0.015973											
  0.255550	  0.015973											
  0.241850	  0.015985											
  0.228200	  0.015991											
  0.214500	  0.015995											
  0.200850	  0.015988											
  0.187150	  0.016020											
  0.173500	  0.016033											
  0.159800	  0.016040											
  0.146150	  0.016043											
  0.132450	  0.016044											
  0.118800	  0.016054											
  0.105100	  0.016043											
  0.091450	  0.016036											
  0.077750	  0.016055											
  0.064100	  0.016052											
  0.050400	  0.016056											
  0.036750	  0.016058											
  0.023050	  0.016060											
  0.009400	  0.016052											
 -0.004300	  0.016045											
 -0.017950	  0.016072											
 -0.031650	  0.016082											
 -0.045300	  0.016095											
 -0.059000	  0.016096											
 -0.072650	  0.016105											
 -0.086300	  0.016112											
 -0.100000	  0.016114											
