Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.9000	2.7.2018	7.40.02 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.727252	  0.015252	 30.504926	  0.013803	  0.587286	  8.106312	 73.079980	 16.212625	  4.717376	8466.991149			
   												
Vmeas       	Imeas       											
  0.742250	 -0.003566											
  0.728000	 -0.000035											
  0.713700	  0.003002											
  0.699450	  0.005523											
  0.685150	  0.007596											
  0.670900	  0.009271											
  0.656600	  0.010602											
  0.642350	  0.011648											
  0.628050	  0.012443											
  0.613800	  0.013040											
  0.599500	  0.013500											
  0.585250	  0.013854											
  0.570950	  0.014156											
  0.556700	  0.014370											
  0.542400	  0.014530											
  0.528150	  0.014655											
  0.513850	  0.014785											
  0.499550	  0.014856											
  0.485300	  0.014914											
  0.471000	  0.014969											
  0.456750	  0.015017											
  0.442450	  0.015061											
  0.428200	  0.015091											
  0.413900	  0.015130											
  0.399650	  0.015150											
  0.385350	  0.015159											
  0.371100	  0.015163											
  0.356800	  0.015162											
  0.342550	  0.015168											
  0.328250	  0.015179											
  0.314000	  0.015184											
  0.299700	  0.015191											
  0.285450	  0.015202											
  0.271150	  0.015216											
  0.256900	  0.015224											
  0.242600	  0.015216											
  0.228350	  0.015225											
  0.214050	  0.015240											
  0.199800	  0.015229											
  0.185500	  0.015231											
  0.171250	  0.015232											
  0.156950	  0.015237											
  0.142700	  0.015246											
  0.128400	  0.015240											
  0.114150	  0.015238											
  0.099850	  0.015243											
  0.085600	  0.015240											
  0.071300	  0.015232											
  0.057050	  0.015218											
  0.042750	  0.015237											
  0.028500	  0.015255											
  0.014200	  0.015258											
 -0.000050	  0.015250											
 -0.014350	  0.015249											
 -0.028600	  0.015256											
 -0.042900	  0.015248											
 -0.057150	  0.015253											
 -0.071450	  0.015264											
 -0.085700	  0.015274											
 -0.100000	  0.015283											
