Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.8500	2.7.2018	8.34.06 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.702816	  0.015321	 30.641256	  0.013711	  0.568592	  7.796015	 72.402620	 15.592029	  4.625027	15468.927698			
   												
Vmeas       	Imeas       											
  0.716900	 -0.003400											
  0.703050	  0.000065											
  0.689200	  0.003068											
  0.675350	  0.005575											
  0.661500	  0.007645											
  0.647650	  0.009319											
  0.633800	  0.010655											
  0.619950	  0.011662											
  0.606100	  0.012434											
  0.592250	  0.013021											
  0.578450	  0.013474											
  0.564600	  0.013817											
  0.550750	  0.014084											
  0.536900	  0.014294											
  0.523050	  0.014448											
  0.509200	  0.014575											
  0.495350	  0.014676											
  0.481500	  0.014764											
  0.467650	  0.014827											
  0.453800	  0.014888											
  0.439950	  0.014965											
  0.426150	  0.015021											
  0.412300	  0.015070											
  0.398450	  0.015109											
  0.384600	  0.015134											
  0.370750	  0.015160											
  0.356900	  0.015169											
  0.343050	  0.015177											
  0.329200	  0.015191											
  0.315350	  0.015212											
  0.301500	  0.015234											
  0.287650	  0.015232											
  0.273850	  0.015240											
  0.260000	  0.015253											
  0.246150	  0.015256											
  0.232300	  0.015261											
  0.218450	  0.015273											
  0.204600	  0.015279											
  0.190750	  0.015291											
  0.176900	  0.015303											
  0.163050	  0.015317											
  0.149200	  0.015328											
  0.135350	  0.015324											
  0.121550	  0.015314											
  0.107700	  0.015309											
  0.093850	  0.015327											
  0.080000	  0.015329											
  0.066150	  0.015321											
  0.052300	  0.015316											
  0.038450	  0.015327											
  0.024600	  0.015325											
  0.010750	  0.015333											
 -0.003100	  0.015317											
 -0.016950	  0.015308											
 -0.030750	  0.015312											
 -0.044600	  0.015330											
 -0.058450	  0.015319											
 -0.072300	  0.015325											
 -0.086150	  0.015320											
 -0.100000	  0.015319											
