Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     10.8383	     10.8383	      6.9010	2.7.2018	7.30.16 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.721860	  0.016249	 32.497638	  0.014131	  0.579764	  8.192886	 69.849312	 16.385773	  4.604466	790.724726			
   												
Vmeas       	Imeas       											
  0.736400	 -0.003544											
  0.722200	  0.000061											
  0.708050	  0.003126											
  0.693850	  0.005684											
  0.679700	  0.007759											
  0.665500	  0.009432											
  0.651350	  0.010780											
  0.637150	  0.011814											
  0.623000	  0.012628											
  0.608800	  0.013258											
  0.594650	  0.013747											
  0.580450	  0.014120											
  0.566300	  0.014434											
  0.552100	  0.014679											
  0.537950	  0.014867											
  0.523750	  0.015026											
  0.509600	  0.015144											
  0.495400	  0.015248											
  0.481250	  0.015334											
  0.467050	  0.015415											
  0.452850	  0.015477											
  0.438700	  0.015538											
  0.424500	  0.015592											
  0.410350	  0.015625											
  0.396150	  0.015654											
  0.382000	  0.015688											
  0.367800	  0.015719											
  0.353650	  0.015750											
  0.339450	  0.015774											
  0.325300	  0.015799											
  0.311100	  0.015816											
  0.296950	  0.015837											
  0.282750	  0.015861											
  0.268600	  0.015885											
  0.254400	  0.015913											
  0.240250	  0.015951											
  0.226050	  0.015969											
  0.211900	  0.015981											
  0.197700	  0.015993											
  0.183550	  0.016020											
  0.169350	  0.016040											
  0.155150	  0.016065											
  0.141000	  0.016082											
  0.126800	  0.016099											
  0.112650	  0.016110											
  0.098450	  0.016121											
  0.084300	  0.016132											
  0.070100	  0.016160											
  0.055950	  0.016188											
  0.041750	  0.016191											
  0.027600	  0.016202											
  0.013400	  0.016215											
 -0.000750	  0.016220											
 -0.014950	  0.016249											
 -0.029100	  0.016275											
 -0.043300	  0.016291											
 -0.057450	  0.016329											
 -0.071650	  0.016366											
 -0.085800	  0.016383											
 -0.100000	  0.016383											
