Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.8010	2.7.2018	8.02.00 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.702440	  0.016342	 32.684898	  0.014582	  0.552981	  8.063623	 70.243144	 16.127247	  4.770453	3990.931293			
   												
Vmeas       	Imeas       											
  0.716850	 -0.003358											
  0.703000	  0.000002											
  0.689200	  0.002885											
  0.675350	  0.005330											
  0.661500	  0.007368											
  0.647650	  0.009053											
  0.633800	  0.010436											
  0.619950	  0.011569											
  0.606100	  0.012476											
  0.592250	  0.013206											
  0.578400	  0.013783											
  0.564550	  0.014271											
  0.550750	  0.014648											
  0.536900	  0.014960											
  0.523050	  0.015212											
  0.509200	  0.015425											
  0.495350	  0.015585											
  0.481500	  0.015724											
  0.467650	  0.015832											
  0.453800	  0.015924											
  0.439950	  0.015984											
  0.426100	  0.016053											
  0.412250	  0.016094											
  0.398450	  0.016120											
  0.384600	  0.016151											
  0.370750	  0.016171											
  0.356900	  0.016196											
  0.343050	  0.016208											
  0.329200	  0.016212											
  0.315350	  0.016223											
  0.301500	  0.016237											
  0.287650	  0.016246											
  0.273800	  0.016251											
  0.260000	  0.016253											
  0.246150	  0.016235											
  0.232300	  0.016233											
  0.218450	  0.016261											
  0.204600	  0.016258											
  0.190750	  0.016267											
  0.176900	  0.016289											
  0.163050	  0.016315											
  0.149200	  0.016319											
  0.135350	  0.016328											
  0.121500	  0.016335											
  0.107700	  0.016347											
  0.093850	  0.016343											
  0.080000	  0.016318											
  0.066150	  0.016327											
  0.052300	  0.016318											
  0.038450	  0.016320											
  0.024600	  0.016326											
  0.010750	  0.016332											
 -0.003100	  0.016342											
 -0.016950	  0.016339											
 -0.030750	  0.016348											
 -0.044600	  0.016352											
 -0.058450	  0.016368											
 -0.072300	  0.016361											
 -0.086150	  0.016365											
 -0.100000	  0.016361											
